name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
Yula 20 Year OldChapter One Douglas Laing,blended malt,70.0,52.6,3682.0,199.0,2.842857142857143,,,,,scotland,unknown_scotland,not specified,unknown,douglas laing,douglas laing,1,False,20.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/30831/yula-20-year-old-chapter-one-douglas-laing,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Wemyss Malts Spice King,blended malt,70.0,46.0,3220.0,38.5,0.55,2.0,3.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,wemyss,wemyss,1,False,,,,0,0,0,1,"Black Pepper, Cinnamon, Orange, Apple, Malt, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/29911/wemyss-malts-spice-king,0,0,"Black Pepper, Cinnamon, Orange, Apple, Malt, Oak",0,1,0,0,0,0,1,1,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'spicy', 'woody')",-1.3303258719496738,-0.321051280651195
Wemyss Malts The Hive,blended malt,70.0,46.0,3220.0,38.5,0.55,,,,,scotland,unknown_scotland,not specified,unknown,wemyss,wemyss,1,False,,,,0,0,0,1,no description,no description,no description,no description,,A nice dram,1,https://www.thewhiskyexchange.com/p/29910/wemyss-malts-the-hive,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Highland Journey,blended malt,70.0,46.0,3220.0,35.5,0.5071428571428571,2.0,2.0,0.0,2.0,scotland,highland,not specified,unknown,hunter laing,hunter laing,1,False,,,,0,0,0,1,"Lemon, Cinnamon, Black Pepper, Vanilla, Heather, Almond",no description,no description,no description,,WOW. A real surprise.So smooth with a wonderful after taste that excites the senses for a long time after it has been consumed. To be shared only with those who appreciate transformation in a glass.,0,https://www.thewhiskyexchange.com/p/26153/highland-journey,0,0,"Lemon, Cinnamon, Black Pepper, Vanilla, Heather, Almond",0,1,1,0,1,1,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'floral', 'sweet', 'nutty', 'spicy')",-1.4674296930872395,0.30784621412306223
Timorous Beastie Highland Blended Malt,blended malt,70.0,46.8,3276.0,38.95,0.5564285714285715,2.0,1.0,0.0,3.0,scotland,highland,not specified,unknown,douglas laing,douglas laing,1,False,,,,0,0,0,1,"Apple, Malt, Butter, Lemon, Raisins","Fresh and appley, with barley (malted and not), sweet butter and lemon. Some sour apple and sweet pear drop sneak in around the sides.","Oily, with more butter and candied fruit. Some icing sugar and butter cream sweetness appear, with darkly sweet raisins and soft brown sugar.","Gentle spice, a pinch of orchard fruit and some dark sugar notes.",,"This is a fabulous malt with a huge amount of complexity and interest. A great balance of sweetness and spice. Hugely recommend. || Pale gold in colour then sweet honey on the tongue. Abide a while and the complex spiceyness almost explodes! Definitely not Timourous, and a pure delight for our Burn’s Fest !! || Delicious, easy to drink with a lovely after taste. || Great blend - taste is an iffy thing for sure but to give my take on things I rate Lagavulin 16 year old as my single malt of choice followed by 10 year old laphroaig and then other similar single malts BUT I find Monkey Shoulder blended malt to be a great taste and the best buy for the money that I have yet to try - all this said I got the Timorous Beastie for Christmas and each time I try an ounce or so, neat and at room temperature, I am more impressed - and the bottle is positively overwhelming to see on my whisky shelf - I will definitely buy another, || Simply Devine! A great highland Malt and a new favourite for sure",0,https://www.thewhiskyexchange.com/p/25957/timorous-beastie-highland-blended-malt,0,0,"Apple, Malt, Butter, Lemon, Raisins Fresh and appley, with barley (malted and not), sweet butter and lemon. Some sour apple and sweet pear drop sneak in around the sides. Oily, with more butter and candied fruit. Some icing sugar and butter cream sweetness appear, with darkly sweet raisins and soft brown sugar. Gentle spice, a pinch of orchard fruit and some dark sugar notes.",0,1,0,0,0,0,0,0,0,1,0,0,0,1,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'malty', 'other')",-1.5339240934483005,-0.2386788167205322
Highland Harvest7 Casks Organic Blended Malt Whisky,blended malt,70.0,40.0,2800.0,30.25,0.4321428571428571,2.0,1.0,0.0,2.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,,,0,0,0,1,"Peach, Apple, Malt, Grass",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/22889/highland-harvest-7-casks-organic-blended-malt-whisky,0,0,"Peach, Apple, Malt, Grass",0,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'herbal')",-1.569228803836553,0.3490324460883936
Blue Hanger 9th Release,other,70.0,45.6,3192.0,73.95,1.0564285714285715,,,,,scotland,unknown_scotland,not specified,unknown,berry bros & rudd,berry bros & rudd,1,False,,,,0,0,0,1,no description,no description,no description,no description,,"A benchmark for blended (vatted) malts - elegant and very well balanced, a harmonious blend of sherried and peated aromas. || Wow. Just tried a sample bottle of this. A very very nice sippin Whisky with subtle peaty taste. No smokiness and very smooth. No real afterburn and leaves you wanting more. It is a slightly better version of,and similar to, the Laddie ten. I will certainly be buying a full bottle of this.",1,https://www.thewhiskyexchange.com/p/21577/blue-hanger-9th-release,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
The Last Vatted MaltCompass Box,blended malt,70.0,53.7,3759.0,1250.0,17.857142857142858,,,,,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,False,,,,0,0,0,1,no description,no description,no description,no description,,"The best scotch I have, the best of my two favorite regions, in one bottle. There is a lot going on with this scotch, I’m no expert, however I taste about 20 different flavours with a peat smoke finish. I own about 40 bottles, this and Johnny Walker Green are my only blends. I will try more Compass Box for sure.",1,https://www.thewhiskyexchange.com/p/15770/the-last-vatted-malt-compass-box,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Shackleton's DiscoveryMackinlay's Rare Old Highland Malt,blended malt,70.0,47.3,3311.0,350.0,5.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,,,0,0,0,1,no description,no description,no description,no description,,"I bought 3 of these back in 2014. I took one to Antarctica in 2015, where my brother and I opened a bottle on the Antarctic Peninsular, 100 years after Shackleton was last there. One is still unopened and will stay that way. The other is used for special occasions. I top it up from the standard bottles that are still available on sale. A better whiskey than I imagined for a blend. Watch Richard Patterson on YouTube where he tells you how to drink it and it'll change your whisky drinking technique for life. I give it 5 stars because of the history. Just drinking it takes me back 100 years. || A great re-creation, smooth, full flavor. Have been saving 3 bottles for a special occasion, but incredibly, was able to have a couple of drams this spring when I was in Punta Arenas, Chile (Patagonia/Straits of Magellan) in the Shackleton Bar, Hotel Jos? Nogueira. History at two levels! Excellent taste and flavor. || awesome, Macallan 18yr old and this are unbeatable, Shackleton has been one of my motivational hero's so ive had to drink 5 bottles after an endurance event, still have 2 left. best time to drink it is when it snows and in front of an outdoor fire pit || Very good. I was expecting this to not be very good value, given the history attached to the whisky creation and the outstanding blended malts in this price bracket that it would compete with. Very balanced, integrated and complex with a hot finish. || Totally not at all like the one at Channing's. If you ever get the chance to actually taste the real thing , there is NO comparing as to the ultimate smoothness and the lasting peaty of the original. I guess I will have to go back to Scotland...",1,https://www.thewhiskyexchange.com/p/14142/shackletons-discovery-mackinlays-rare-old-highland-malt,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Compass Box Secrets of Smoke,blended malt,70.0,52.0,3640.0,94.95,1.3564285714285715,,,,,scotland,unknown_scotland,not specified,unknown,,compass box,1,False,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/11682/compass-box-secrets-of-smoke,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Compass Box Peat Monster Cask Strength,blended malt,70.0,53.9,3773.0,105.0,1.5,4.0,2.0,3.0,2.0,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,False,,,,0,0,0,1,"Peat smoke, Vanilla, Cinnamon, Lemon, Orange",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/7730/compass-box-peat-monster-cask-strength,1,0,"Peat smoke, Vanilla, Cinnamon, Lemon, Orange",0,1,0,0,1,0,1,0,0,0,0,0,0,0,full,round,smoky,balanced,full_round_smoky_balanced,"('fruity', 'sweet', 'spicy')",1.0176380693050737,1.8075325619866753
Chivas Century Of Malts,blended malt,70.0,40.0,2800.0,250.0,3.571428571428572,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,no description,no description,no description,no description,,"I had a bottle of this when it first came out some twenty years ago and loved it then. The little booklet it came with written by none other than Jim Murray was also fun. Was lucky enough to find another bottle last year gathering dust on a shelf here in Tokyo for 10,000 (£70 or $90). I drink from it sparingly, but always enjoy the experience. Unsurprisingly there's a lot going on in the glass and I find different notes with each sip. It always surprises me how harmoniously this vatted malt is, and I kind of dig the fact that I've technically drunk the distillate of all 100 distilleries, especially ones like Banff, Brechin/North Port, Dallas Dhu, Glen Albyn, Glen Mhor, Kinclaith, Ladyburn etc which are either impossible to find or prohibitively expensive if you can. Unfortunately this is the last glass (until I find another steal). Slainte. || Have been bought this as a Christmas present,a Wonderfull drinking experience,thankyou son! || I love this whisky and the cheeky way you can say you have tasted almost all the singlemalts! || hi I purchased a few bottles at the time and tried one, delicious!!still have a few bottles that I might sell one day for the right price || It is ok...nose just a confused mess, but the pallet is nice, finish is short and sweet...not bad, but not worth the price ransom ebayers want for it. 84/100",1,https://www.thewhiskyexchange.com/p/5701/chivas-century-of-malts,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sheep Dip Blended Malt,blended malt,70.0,40.0,2800.0,31.95,0.4564285714285714,,,,,scotland,unknown_scotland,not specified,unknown,,sheep dip,1,False,,,,0,0,0,1,no description,"Delicate and refined. Soft sensual floral notes arise in perfect harmony supported by an attractive array of complex fruit flavours. Melon, pear and orange with a hint of almonds conclude this profusion of charming nuances.",no description,no description,,"I very much enjoy sheep dip. I love the hat tip to days long gone. Only down side is getting my hands on a bottle or two. || I have to say i was quite taken with this one, woody and earthy with toffee and nutmeg on the nose. hints of Caol Ila on the palate, a little smoke and Islay dampness, just a mere drop of H2o will do it good || Excellent blended malt || One of the best I have ever bought || Excellent! Smokey, peaty, smooth; everything I want from a whiskey!",1,https://www.thewhiskyexchange.com/p/5025/sheep-dip-blended-malt,0,1,"Delicate and refined. Soft sensual floral notes arise in perfect harmony supported by an attractive array of complex fruit flavours. Melon, pear and orange with a hint of almonds conclude this profusion of charming nuances.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
Serendipity 12 Year Old,blended malt,70.0,40.0,2800.0,350.0,5.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,12.0,,,0,1,0,0,no description,no description,no description,no description,,"I can confirm this was an accident as I was working at the Glenmorangie bottling plant at the time, and they also bottle Glen Moray, Ardbeg amongst others. Basically there was some of one product still in the vats when the other had been started, therefore mixing both. Only option is to bottle it so it doesn''t surprise me its happened before and im sure it wasn''t a stunt as the bottles were sold for a very fair price in the factory shop only (as far as I knew) hope this clears up any mysteries || Ive a bottle half empty and one unopened. Its delightful || I've tasted it and it is heavenly. I || ""Seriously though.. how would Glen Moray even end up close to an Ardbeg vat?"" ... from the time when Glen Moray and Ardbeg had the same owner and were bottled in the same plant.Probably originally intended to be a last batch of the Ardbeg 17yo. Whether accidental or deliberate, I like the result a lot. 40% and lowish peat will disappoint the peatheads. But if you are just sitting with a glass of this on its own, it is a lovely, complex and quite gentle dram. || Seriously though.. how would Glen Moray even end up close to an Ardbeg vat?",1,https://www.thewhiskyexchange.com/p/5024/serendipity-12-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Glenleven 12 Year OldBot.1980s,blended malt,75.0,43.0,3225.0,99.95,1.3326666666666669,,,,,scotland,highland,not specified,unknown,,distillery bottling,0,False,12.0,,1980.0,0,1,1,0,no description,no description,no description,no description,,I miss this scotch very much. Last time I was able to buy it was maybe 15 years ago. Perhaps the best I have ever had.,1,https://www.thewhiskyexchange.com/p/5000/glenleven-12-year-old-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Famous Grouse 30 Year Old,blended malt,75.0,43.0,3225.0,650.0,8.666666666666666,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,30.0,,,0,1,0,0,no description,no description,no description,no description,,"This is very dark, concentrated and delicious. For me, it may be a bit much at times, so I find myself adding a few drops to round up a relatively younger, more vibrant whiskey, such as the Glenlivet Archive 21 yo. If you happen to have both on hand, I encourage you to give it a try, it`s quite spectacular. || Karl, Dave and Amy Locke just returned from Scotch Distillery tour of Scotland. We went to dozens of distilleries. Probably, one of the finest whiskys that we have ever tasted is the Famous Grouse 30 year. We brought 4 bottles home with us. We have just completed an order for 6 more bottles from the Whisky Exchange. We received our order within a week.",1,https://www.thewhiskyexchange.com/p/4997/famous-grouse-30-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Famous Grouse Vintage 1992Bot.2004,blended malt,100.0,40.0,4000.0,175.0,1.75,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,1992.0,,1,0,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/4995/famous-grouse-vintage-1992-bot2004,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Famous Grouse 198912 Year Old,blended malt,70.0,40.0,2800.0,150.0,2.142857142857143,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,12.0,1989.0,,1,1,0,0,"Smoke, Dried Fruit, Milk Chocolate, Orange, Raisins",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/4993/famous-grouse-1989-12-year-old,0,1,"Smoke, Dried Fruit, Milk Chocolate, Orange, Raisins",0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
Jameson 23 Year Old Small BatchExclusive to The Whisky Exchange,other,70.0,55.1,3857.0,325.0,4.642857142857143,4.0,4.0,0.0,3.0,ireland,unknown_ireland,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,23.0,,,0,1,0,0,"Raisins, White Pepper, Toffee, Apple, Pear, Cashew","Apples, pears and unripe nectarines leading vanilla cream, polished oak and spiced shortbread. Exotic notes of sour physalis and sweet papaya build, joined by more shortbread and a slice of lemon drizzle cake.","Rich and oily spirit with toffee and vanilla cream chased by layers of fruit: sour apples and unripe pears, crisp sweet green apples and just-ripe pears, green mango, papaya, pineapple and gummi bears. Spiced sponge cake and light fruitcake develops along with wax-polished oak and hints of fruity dark chocolate.","Spicy oak slowly fades to leave aniseed balls, apple sauce and crisp pear.",,,0,https://www.thewhiskyexchange.com/p/82107/jameson-23-year-old-small-batch-exclusive-to-the-whisky-exchange,0,0,"Raisins, White Pepper, Toffee, Apple, Pear, Cashew Apples, pears and unripe nectarines leading vanilla cream, polished oak and spiced shortbread. Exotic notes of sour physalis and sweet papaya build, joined by more shortbread and a slice of lemon drizzle cake. Rich and oily spirit with toffee and vanilla cream chased by layers of fruit: sour apples and unripe pears, crisp sweet green apples and just-ripe pears, green mango, papaya, pineapple and gummi bears. Spiced sponge cake and light fruitcake develops along with wax-polished oak and hints of fruity dark chocolate. Spicy oak slowly fades to leave aniseed balls, apple sauce and crisp pear.",0,1,0,1,1,0,1,1,0,0,0,0,0,1,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'herbal', 'sweet', 'spicy', 'woody', 'other')",1.1826119413540712,-0.2778260542264724
Midleton Very RareBot.2025,other,70.0,40.0,2800.0,200.0,2.857142857142857,4.0,3.0,0.0,3.0,ireland,unknown_ireland,not specified,unknown,,distillery bottling,0,True,,,2020.0,0,0,1,0,"Toffee, Caramel, Apple, Lavender, Mint, White Pepper",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/19425/midleton-very-rare-bot2025,0,0,"Toffee, Caramel, Apple, Lavender, Mint, White Pepper",0,1,1,1,1,0,1,0,0,0,0,0,0,0,full,round,non,balanced,full_round_non_balanced,"('fruity', 'floral', 'herbal', 'sweet', 'spicy')",1.0808128306047577,-0.236639822261141
